Municipality code,Municipality,Population2016,Population2017,Population2018,Cases2016,Cases2017,Cases2018,Age0-4(%),Age5-14(%),Age15-29(%),Age>30(%),AfrocolombianPopulation(%),IndianPopulation(%),PeoplewithDisabilities(%),Peoplewhocannotreadorwrite(%),Secondary/HigherEducation(%),Employedpopulation(%),Unemployedpopulation(%),Peopledoinghousework(%),Retiredpeople(%),Men(%),Women(%),Householdswithoutwateraccess(%),Householdswithoutinternetaccess(%),Buildingstratification1(%),Buildingstratification2(%),Buildingstratification3(%),Buildingstratification4(%),Buildingstratification5(%),Buildingstratification6(%),NumberofhospitalsperKm2,NumberofhousesperKm2,Código Municipio,Longitud,Latitud,2016_dengue,2017_dengue,2018_dengue,2016_temp,2017_temp,2018_temp,2016_precip,2017_precip,2018_precip,strata
15236,Chivor,2379,2412,2479,0,0,0,4.73,15.28,21.27,58.72,0.06,0.0,13.66,7.61,40.14,26.36,7.13,33.25,0.18,53.57,46.43,22.67,66.54,29.2892,34.5588,1.1029,0.0,0.0,0.0,0.0,5.621359,15236,-73.366893755,4.88778166,0.0,0.0,0.0,20.38242304325105,19.761553446451824,19.698778470357258,160.0033345222473,160.01739501953125,202.21676556269327,2
15238,Duitama,120909,121715,122436,0,0,0,6.05,14.99,24.74,54.22,0.22,0.04,7.27,2.68,64.85,39.19,5.4,13.63,4.15,47.58,52.42,1.08,46.73,11.232,42.7601,21.4139,4.3255,0.7537,0.0212,0.225806,205.994624,15238,-73.045153239925,5.812048295185,0.0,0.0,0.0,9.328169405460363,8.737023651599884,8.600912441809974,64.15686647097273,66.94006824493408,83.74859738349913,0
15244,El Cocuy,4810,4445,4215,0,0,0,6.58,18.93,20.68,53.81,0.23,0.05,10.55,7.1,40.46,22.68,3.5,33.96,0.5,50.96,49.04,9.76,57.48,29.2214,30.182,0.91,0.0,0.0,0.0,0.003953,4.818182,15244,-72.4447300399,6.40771564853,0.0,0.0,0.0,9.240583419799801,8.63426841298739,8.459311852852503,55.74192357063294,59.64864691098531,72.72641038894658,0
15248,El Espino,3201,3094,3061,0,0,0,5.78,14.66,23.39,56.17,0.41,0.26,11.2,5.56,47.15,25.64,6.0,26.96,1.29,52.45,47.55,5.84,58.76,21.6749,40.183,0.1407,0.0704,0.0,0.0,0.0,13.085714,15248,-72.4970129087,6.48303062085,0.0,0.0,0.0,13.07789655526478,12.472782274087258,12.296870907147722,66.30086215337117,72.51685317357374,87.54547262191782,0
15272,Firavitoba,6486,6542,6662,0,0,0,5.75,14.87,21.86,57.52,0.12,0.05,12.57,5.56,51.11,32.32,4.61,25.66,4.06,48.63,51.37,5.16,56.28,15.8112,42.2419,1.2979,0.3835,0.0295,0.0,0.009174,19.211009,15272,-72.9933618342,5.66892506903,0.0,0.0,0.0,14.207461158434553,13.607483009497324,13.48309073845544,76.75132067998254,81.92859236399339,100.57467492421466,0
15276,Floresta,3463,3350,3266,0,0,0,5.21,13.75,20.84,60.2,0.0,0.16,20.56,8.63,40.21,20.4,7.41,32.49,1.98,47.24,52.76,7.16,48.8,23.023000000000003,26.5265,0.1502,0.0,0.0,0.0,0.011765,12.247059,15276,-72.9313288334,5.85841409325,0.0,0.0,0.0,15.16701116164525,14.573087652524316,14.4317684173584,67.75671243667598,69.93624893824257,84.66924730936687,0
15293,Gachantivá,2895,2818,2789,0,0,0,6.27,17.53,18.91,57.29,0.18,0.0,26.75,7.98,37.68,34.84,2.3,26.86,1.17,52.33,47.67,19.02,50.27,20.8696,26.6848,1.087,0.0,0.0,0.0,0.015152,14.575758,15293,-73.5490931245,5.75188848507,0.0,0.0,0.0,17.108446876208003,16.504649082819615,16.3977696100871,105.75799433390303,109.83006604512536,134.05896155039468,1
15296,Gámeza,4960,4878,4850,0,0,0,7.12,19.18,22.09,51.6,0.2,0.0,8.62,7.33,35.02,27.28,3.32,30.85,0.64,50.99,49.01,6.06,53.13,22.3838,32.1616,0.3232,0.0404,0.0,0.0,0.011364,15.886364000000002,15296,-72.8055270159,5.80233579091,0.0,0.0,0.0,7.155380775531132,6.559048493703206,6.4067262907822915,78.44874326388036,79.50296338399255,98.26627175013233,0
15299,Garagoa,17979,17922,17932,2,0,0,5.8,14.61,20.91,58.68,0.23,0.02,9.28,4.79,50.7,37.18,4.99,19.84,2.96,47.29,52.71,11.02,56.79,14.2566,46.8236,7.1419,0.1632,0.0408,0.0,0.005236,27.094241,15299,-73.3644267841,5.08324283869,0.038461538461538464,0.0,0.0,16.09372202555338,15.471565047899874,15.392962416013084,124.79885848363234,127.2247514724732,158.38486242294312,1
15317,Guacamayas,1940,1893,1865,0,0,0,7.09,13.46,21.06,58.38,0.06,0.0,5.53,6.42,47.37,27.49,4.41,31.62,1.34,48.94,51.06,11.18,53.85,25.188,32.0489,0.094,0.0,0.0,0.0,0.0,10.508475,15317,-72.5008156901,6.45966545849,0.0,0.0,0.0,13.719482779502883,13.118202428023018,12.944287439187368,68.31804378827411,76.40580670038857,89.58387966950743,0
15322,Guateque,10499,10633,10699,1,0,2,5.15,14.44,19.43,60.99,0.09,0.01,9.0,5.23,53.76,41.02,3.55,18.53,3.0,47.26,52.74,6.55,51.34,18.4807,36.0317,10.2494,0.2721,0.0,0.0,0.0277779999999999,81.19444399999999,15322,-73.4712060695,5.0073212036,0.019230769230769232,0.0,0.0392156862745098,18.920947591463726,18.29685195287068,18.22698775927226,113.40191713968926,113.56797854105638,138.54822492599496,1
15325,Guayatá,3696,3457,3400,0,0,0,3.66,12.92,13.98,69.44,0.03,0.03,21.92,9.35,35.12,33.8,3.66,29.27,1.64,50.16,49.84,13.15,65.38,9.8913,52.9891,3.3696,0.1087,0.0,0.0,0.0,12.281553,15325,-73.4896957862,4.9671242815,0.0,0.0,0.0,19.431523044904086,18.809018413225804,18.7422217130661,139.93395694096884,141.65423520406083,176.61867109934497,2
15332,Güicán de La Sierra,4419,4325,4279,0,0,0,8.72,19.74,23.64,47.9,0.13,20.66,7.57,20.07,37.26,27.19,2.42,32.64,0.56,50.24,49.76,24.72,62.36,27.0777,24.6113,0.3217,0.1609,0.0,0.0536,0.001091,1.343511,15332,-72.411765819,6.46285998881,0.0,0.0,0.0,4.568684344490371,3.942621173957983,3.7580291753013917,52.634378353754705,59.50684765974683,73.46785592039424,0
15362,Iza,1954,1943,1947,0,0,0,5.81,17.44,23.3,53.45,0.31,0.51,9.62,5.35,52.83,33.64,5.2,22.79,2.98,49.69,50.31,6.03,59.27,22.8448,41.1638,1.5086,0.2155,0.0,0.0,0.037037,11.666667,15362,-72.9795593407,5.61157775921,0.0,0.0,0.0,14.723642388979593,14.121797839800527,13.998389105002083,66.53415807088213,67.71156406402592,83.13682166735325,0
15367,Jenesano,7157,7149,7200,0,0,0,6.51,16.41,20.53,56.56,0.09,0.0,6.93,9.74,35.99,28.34,2.54,29.56,0.95,49.23,50.77,9.61,47.18,9.2481,37.4009,1.2011,0.1201,0.0,0.0,0.016949,35.457627,15367,-73.3638083915,5.3857721813,0.0,0.0,0.0,15.386558890342718,14.768004337946577,14.677502314249681,84.58267704645796,86.91116221745813,108.72506825129187,0
15368,Jericó,4324,4055,3929,0,0,0,6.5,17.97,22.91,52.63,0.17,0.0,11.13,12.71,31.02,12.77,12.15,38.64,0.08,51.84,48.16,25.17,55.19,45.1518,7.2478,0.1469,0.0,0.0,0.0,0.005587,6.486034,15368,-72.55871062055,6.1500680266700005,0.0,0.0,0.0,15.794085144996638,15.19522098700205,15.028272072474175,85.32598543167124,92.75688195228578,109.28991802533467,0
15377,Labranzagrande,4046,3691,3526,6,0,0,5.89,13.2,21.76,59.15,0.0,0.03,18.73,14.73,26.41,27.51,10.73,25.82,0.65,53.59,46.41,28.98,64.46,33.9974,14.0103,0.1928,0.0,0.0,0.0,0.0016,1.6704,15377,-72.5777694431,5.56268780724,0.11538461538461539,0.0,0.0,20.661883989969894,20.05104080835979,19.918749094009403,128.47288465499886,128.06774981816622,162.40139500300094,2
15380,La Capilla,2794,2727,2689,1,0,1,5.04,12.61,17.65,64.7,0.0,0.0,25.52,8.65,34.26,30.13,3.43,32.91,1.35,50.57,49.43,14.83,63.41,16.7074,49.5518,0.978,0.0,0.0815,0.0,0.017544,15.245614000000002,15380,-73.4443470863,5.09568803762,0.019230769230769232,0.0,0.0196078431372549,15.71170576413474,15.086018721262617,15.013087272644048,119.72546990712482,122.83159414927168,152.00295225779212,1
15401,La Victoria,1169,1125,1118,0,0,0,4.18,15.06,21.97,58.79,0.1,0.0,18.1,12.34,33.89,38.49,8.05,23.12,0.31,52.72,47.28,23.59,70.57,51.462,13.4503,1.5595,0.0,0.1949,0.0,0.0,3.463636,15401,-74.2343971323,5.5237945994,0.0,0.0,0.0,21.933989127477016,21.332513570785526,21.259994824727368,160.68907674153658,171.59884262084964,195.68986479441318,2
15403,La Uvita,3264,3125,2999,1,0,0,5.78,13.37,21.0,59.85,0.03,0.0,10.9,6.82,44.85,18.98,6.37,34.99,1.36,50.7,49.3,11.0,51.16,20.5171,30.9131,0.11,0.055,0.0,0.0,0.005682,5.625,15403,-72.5524902776,6.28083611347,0.019230769230769232,0.0,0.0,12.964450796445208,12.365123550097147,12.192684511343643,67.834281206131,71.4846072991689,87.74859650929771,0
15407,Villa de Leyva,14197,15394,16139,1,1,0,6.58,14.61,24.96,53.85,0.28,0.12,5.84,3.72,59.57,47.12,3.86,10.84,4.32,48.81,51.19,2.93,45.32,11.6709,34.9457,12.5151,2.1037,0.268,0.0268,0.007812,36.9375,15407,-73.5246858959,5.63265703354,0.019230769230769232,0.018867924528301886,0.0,17.524977326393117,16.916969537734985,16.815399765968305,83.99552297592166,88.81662209828693,107.27143383026119,0
15425,Macanal,4853,4921,4976,0,0,0,5.27,14.32,19.2,61.21,0.11,0.03,11.52,8.24,38.87,36.77,2.44,24.5,0.73,50.59,49.41,14.27,58.04,19.9068,39.3473,0.2797,0.0,0.0,0.0,0.005025,6.552764,15425,-73.28088759574999,4.9906917431,0.0,0.0,0.0,19.220043261845927,18.59853712717691,18.52800754706065,128.62850348154706,129.31164868672695,161.11737171808878,2
15442,Maripí,6268,5899,5741,81,20,2,5.75,16.16,21.24,56.85,0.15,0.21,17.52,13.65,33.4,28.15,2.09,33.94,0.11,55.19,44.81,53.32,64.06,28.0388,30.3878,0.3729,0.0746,0.0373,0.0,0.00625,10.9625,15442,-74.0429969236,5.5907431502675,1.5576923076923077,0.37735849056603776,0.0392156862745098,23.35055216153462,22.7417848110199,22.659948666890468,140.71506818135575,148.87024084726974,172.61438941955564,2
15455,Miraflores,9030,8897,8847,92,0,0,5.41,14.12,20.99,59.48,0.25,0.02,15.25,7.37,48.08,40.21,3.88,19.51,1.35,49.95,50.05,10.59,62.58,32.2856,43.475,0.8801,0.0251,0.0,0.0,0.0038759999999999,11.988372,15455,-73.1456279863,5.19651615513,1.7692307692307692,0.0,0.0,16.008970975875865,15.389352838198343,15.302373846371966,148.4734112421672,148.24104054768884,184.34313583374023,2
15464,Mongua,4755,4667,4636,0,0,0,6.56,18.6,23.12,51.72,0.12,0.0,19.93,8.14,39.56,21.26,5.3,34.4,0.37,48.21,51.79,9.46,55.27,21.0412,30.8026,0.3037,0.0,0.0,0.0,0.00274,3.706849,15464,-72.7981001021,5.75423927382,0.0,0.0,0.0,17.486653765042625,16.885011951128643,16.738136967023205,120.55066307385762,118.9175763130188,153.9180769125621,1
15466,Monguí,4605,4385,4234,0,0,0,6.57,16.28,23.7,53.45,0.13,0.0,12.45,7.8,49.6,31.53,5.34,19.41,2.9,47.16,52.84,3.19,39.71,12.8035,27.2364,0.9312,0.0,0.0,0.0,0.014493,18.492754,15466,-72.8492622931,5.72340786063,0.0,0.0,0.0,7.87033012509346,7.272739142179489,7.13185360034307,75.72772296269733,77.16799791653952,94.25357913970949,0
15469,Moniquirá,22493,22504,22572,311,5,0,5.94,15.46,21.37,57.22,0.15,0.0,6.92,7.88,50.34,39.41,3.53,20.2,3.24,49.46,50.54,12.8,48.77,16.6195,31.6028,11.291,0.7624,0.0685,0.0,0.013636,32.668182,15469,-73.5733706158,5.87633305531,5.980769230769231,0.09433962264150944,0.0,19.614871025085467,19.016281525293987,18.903173963228856,131.96062278747553,139.32309214274093,169.64529705047616,2
15476,Motavita,5608,5542,5569,0,0,0,7.42,18.31,25.62,48.64,0.11,0.0,6.24,5.67,42.83,20.67,5.06,36.17,0.19,49.36,50.64,26.43,67.14,53.4595,14.3243,0.5405,0.0,0.0,0.0,0.016393,21.409836,15476,-73.3678389344,5.57770072028,0.0,0.0,0.0,11.887776712576567,11.279421567916868,11.17843067646026,69.76062726974494,73.23955583572393,89.7904992898305,0
15480,Muzo,9242,8915,8597,263,39,3,6.61,16.36,24.49,52.54,0.24,0.12,9.05,9.36,45.72,33.4,7.68,15.17,0.49,54.43,45.57,38.28,79.51,59.8628,24.163,0.9278,0.0403,0.0,0.0,0.007353,16.683823999999998,15480,-74.1027542999,5.53245722089,5.0576923076923075,0.7358490566037735,0.058823529411764705,24.038305441538498,23.432142337163285,23.355760335922252,139.88756402333578,146.6055049896239,174.6382090250651,2
15491,Nobsa,15303,15688,15976,0,0,0,6.18,14.84,25.34,53.64,0.09,0.0,8.26,2.72,63.09,36.24,6.12,17.07,4.48,48.09,51.91,1.03,64.97,7.7236,72.0621,1.9401,0.0554,0.037,0.0185,0.018868,84.339623,15491,-72.93709675188182,5.771063943511819,0.0,0.0,0.0,15.236560583114624,14.639859338601434,14.504095315933235,67.67550261815391,69.15215969085692,84.20848846435541,0
15494,Nuevo Colón,5279,5172,5121,0,0,0,6.13,16.38,20.5,57.0,0.0,0.0,13.31,6.83,39.08,26.69,10.17,26.29,0.82,51.48,48.52,12.35,59.47,7.4873,51.8228,0.3528,0.0784,0.0,0.0,0.019608,31.490196,15494,-73.4571348371,5.35514851706,0.0,0.0,0.0,15.55029543240864,14.928529063860559,14.842049082120253,74.40159368515016,77.81620454788218,94.02963161468504,0
15500,Oicatá,2785,2802,2821,0,0,0,6.44,15.23,24.17,54.17,0.39,0.0,16.77,6.4,50.91,40.76,3.9,17.66,3.4,51.09,48.91,4.19,51.64,20.197,45.0739,2.4631,0.2463,0.0,0.0,0.016949,14.491525,15500,-73.308404103,5.59523375635,0.0,0.0,0.0,14.573459982872016,13.967058062553408,13.863940457503,69.44843149185179,71.3937827746073,89.0297226905822,0
15507,Otanche,8691,8250,8018,72,18,0,6.62,18.59,23.35,51.44,0.1,0.03,6.69,9.62,40.69,40.13,5.05,17.71,0.47,51.31,48.69,44.27,74.96,59.3431,11.3139,0.4015,0.0365,0.0,0.0,0.001953,4.296875,15507,-74.19463688172857,5.736161227368571,1.3846153846153846,0.33962264150943394,0.0,25.61800575256348,25.01114813486734,24.92330082257588,161.64747556050608,173.72715504964194,203.07866732279456,2
15511,Pachavita,2644,2507,2467,0,0,0,4.35,13.63,15.6,66.42,0.09,0.0,26.42,8.31,30.81,35.47,0.88,28.22,1.27,51.69,48.31,11.73,55.53,9.2885,43.9394,0.8564,0.0,0.0,0.0,0.014706,12.75,15511,-73.3969550834,5.14006205365,0.0,0.0,0.0,19.27843332290649,18.65400489171346,18.57612582047781,118.84119923909503,122.93373044331874,149.90338484446218,1
15514,Páez,3328,3293,3283,1,0,0,6.45,15.97,22.97,54.61,0.58,0.0,22.35,8.5,39.22,30.34,9.28,23.75,0.41,53.0,47.0,32.73,61.61,14.8447,47.9503,0.1863,0.0621,0.0621,0.0,0.002257,2.4040630000000003,15514,-73.010082979,5.100332872526667,0.019230769230769232,0.0,0.0,23.34095724423725,22.72330697377525,22.631119330724076,181.06222677230826,177.25772555669144,232.38268534342447,3
15516,Paipa,31990,32927,33535,1,0,0,6.29,15.75,23.67,54.29,0.14,0.03,7.66,3.44,57.76,36.02,5.31,17.46,3.86,48.19,51.81,3.65,50.66,8.4247,51.56,7.1892,0.7678,0.0698,0.0,0.009836,32.344262,15516,-73.12703052866667,5.805788300883333,0.019230769230769232,0.0,0.0,14.815459330876658,14.217600365479774,14.098619143168127,70.26617018381755,72.1000790596009,87.66975259780891,0
15518,Pajarito,2421,2389,2390,10,1,0,6.8,16.02,25.14,52.04,0.26,0.0,7.32,8.4,44.46,41.22,7.11,15.87,0.93,51.62,48.38,19.19,67.56,30.8642,38.3838,1.1223,0.0,0.0,0.1122,0.0,2.052795,15518,-72.7048390726,5.35997699705,0.19230769230769232,0.018867924528301886,0.0,20.031125307083123,19.423682053883883,19.298334678014125,157.39734204610195,155.2365304629009,201.5795599619547,2
15522,Panqueba,1820,1751,1717,0,0,0,6.63,16.3,20.07,57.0,0.36,0.06,5.41,10.34,45.38,27.98,3.28,29.87,1.03,49.21,50.79,15.7,50.87,40.9786,12.3344,0.3058,0.0,0.0,0.0,0.0,12.904762,15522,-72.4592015449,6.44307619932,0.0,0.0,0.0,14.198215206464141,13.593766371409101,13.4187231262525,75.35858305295311,85.43736267089845,98.38221939404811,0
15531,Pauna,7551,7270,7185,95,2,0,4.8,16.29,19.62,59.29,0.14,0.02,4.55,15.67,35.2,39.61,2.58,23.37,0.76,52.21,47.79,38.62,63.3,25.4874,35.5505,0.3727,0.0573,0.0,0.0,0.003861,8.907336,15531,-73.97844971,5.65632422107,1.8269230769230769,0.03773584905660377,0.0,25.437826077143345,24.830621163050328,24.740148226420086,142.03031063079837,150.23734855651858,181.44635232289633,2
15533,Paya,2669,2601,2593,0,0,1,7.71,19.51,28.53,44.25,0.05,0.0,13.29,11.89,35.71,18.92,11.79,32.36,0.05,53.32,46.68,50.89,77.02,8.0711,16.0055,0.2736,0.4104,0.0,0.0,0.002299,1.34023,15533,-72.36306273619999,5.628155853905,0.0,0.0,0.0196078431372549,21.844749530156452,21.21995969613395,21.08627895514169,149.6817218462627,145.0978973706563,188.52826952934268,2
15537,Paz de Río,4776,4485,4285,0,0,0,6.18,14.21,21.62,57.99,0.02,0.0,10.21,5.41,50.16,30.76,3.85,25.23,6.47,49.17,50.83,3.99,40.56,9.5041,35.6061,1.9284,0.0344,0.0344,0.0,0.008621,12.0,15537,-72.7465121711,6.005640226880001,0.0,0.0,0.0,14.3793338338534,13.786336243152642,13.626035273075118,67.4438414573669,70.3462392489116,84.65230830510454,0
15542,Pesca,7751,7134,6852,0,0,0,6.62,18.02,21.53,53.83,0.06,0.0,16.37,7.59,40.85,32.1,1.92,27.68,0.8,50.95,49.05,8.43,54.61,17.9788,35.5946,0.335,0.0,0.0,0.0,0.003546,7.308511,15542,-73.0508685115,5.55881131008,0.0,0.0,0.0,9.825700302918754,9.218517243862152,9.106972078482311,82.44702219963082,82.5435707569121,105.0718461672465,0
15550,Pisba,1783,1763,1763,0,0,0,8.41,18.65,27.5,45.45,0.06,0.0,10.94,8.53,36.03,27.81,2.47,28.89,0.13,53.35,46.65,35.17,58.7,25.4068,1.6269999999999998,0.0,0.0,0.0,0.0,0.002132,1.061834,15550,-72.4859425146,5.7216213544,0.0,0.0,0.0,16.036970694859825,15.425794760386156,15.279809474945067,147.4260024229686,144.08280356725052,187.8438976605734,2
15572,Puerto Boyacá,46662,46632,46736,79,9,54,7.61,17.71,24.66,50.02,3.7,0.6,7.23,7.98,48.34,35.09,8.87,16.45,0.94,49.63,50.37,8.68,52.61,28.7967,36.0722,7.4485,0.1169999999999999,0.0051,0.0,0.006793,10.029212,15572,-74.4854922939381,5.942252628662857,1.5192307692307692,0.20754716981132076,1.0196078431372548,28.749289353688567,28.15365155537923,28.064654111862183,169.21305529276546,183.67530886332202,213.46128718058264,3
15580,Quípama,5002,4917,4889,62,1,1,5.22,15.57,21.08,58.13,0.14,0.02,1.98,12.52,38.96,16.26,10.52,40.58,0.07,54.7,45.3,55.24,78.81,43.3999,23.7214,0.0974,0.0,0.0,0.0,0.005495,9.087912,15580,-74.2003671217,5.543368657238,1.1923076923076923,0.018867924528301886,0.0196078431372549,24.300842603047688,23.69792771339417,23.622652689615894,157.5534372329711,166.67460632324213,194.0119152069093,2
15599,Ramiriquí,9795,9828,9887,0,0,0,6.38,17.28,24.1,52.24,0.21,0.01,10.01,7.11,46.38,36.25,3.67,19.24,1.41,49.5,50.5,11.41,48.84,9.9428,40.9582,4.7912,0.5088,0.0636,0.0424,0.007194,19.467626,15599,-73.32352282084,5.338637575296,0.0,0.0,0.0,13.371905485788984,12.75178837776185,12.661228517691299,106.22130409876512,106.44680658976246,133.02461894353237,1
15600,Ráquira,8597,8097,7877,0,0,0,5.84,16.48,24.86,52.82,0.12,0.22,4.79,9.63,41.71,48.43,2.04,14.93,0.4,52.78,47.22,15.23,47.98,29.7859,18.6908,0.4117,0.0206,0.0,0.0,0.0043289999999999,10.627706,15600,-73.6187527885,5.53002065016,0.0,0.0,0.0,13.8874695301056,13.267525871594751,13.180727521578456,64.45816326141362,67.89661010106401,82.41652965545647,0
15621,Rondón,2627,2483,2407,0,0,0,5.78,15.56,19.19,59.46,0.49,0.0,9.24,8.61,38.25,23.99,2.06,40.81,0.36,51.17,48.83,27.76,51.29,23.1618,27.3897,0.4902,0.0,0.0,0.0,0.003984,3.5059760000000004,15621,-73.2132828406,5.34160785864,0.0,0.0,0.0,16.66357394059499,16.05044480164846,15.950184384981798,132.82873535156247,136.42052205403647,174.02989196777335,2
15632,Saboyá,13072,13326,13588,0,0,0,6.81,16.67,23.37,53.16,0.13,0.01,7.48,7.73,41.88,32.95,1.58,28.14,1.16,48.96,51.04,19.74,53.32,12.4646,41.4545,0.3828,0.0166,0.0166,0.0,0.004065,13.532520000000002,15632,-73.74987029505,5.726274476225,0.0,0.0,0.0,14.57196843624115,13.963873803615575,13.861117740472167,75.33781147003175,78.73155546188353,95.79172309239705,0
15638,Sáchica,5069,5298,5452,0,0,0,7.86,17.75,27.83,46.57,0.27,0.02,6.45,5.45,46.26,50.43,2.2,11.47,1.1,50.94,49.06,6.2,64.85,43.65,23.0,1.3,0.05,0.0,0.0,0.0161289999999999,23.403226,15638,-73.5426340731,5.58359189812,0.0,0.0,0.0,16.899190306663517,16.285843809445698,16.1905965010325,138.80532773335767,143.97839832305917,175.5806840260823,2
15646,Samacá,18355,18232,18298,0,0,0,7.62,19.21,26.62,46.55,0.14,0.16,4.19,5.4,44.51,39.98,1.77,18.44,1.35,50.34,49.66,8.69,67.19,23.8756,43.601000000000006,5.1464,0.0453,0.0302,0.0,0.00625,30.44375,15646,-73.49029250076667,5.48569630163,0.0,0.0,0.0,13.766107598940524,13.148898522059122,13.058150549729659,65.1633803049723,68.23238960901894,83.78476063410443,0
15660,San Eduardo,1759,1732,1701,1,0,0,5.15,13.99,22.07,58.78,0.0,0.0,23.92,8.21,40.97,28.44,3.56,31.17,0.7,51.84,48.16,20.68,77.76,19.9717,57.3654,0.7082,0.0,0.0,0.0,0.009434,5.5,15660,-73.0777254035,5.22409747529,0.019230769230769232,0.0,0.0,20.161437511444102,19.546333233515426,19.4468544324239,138.6117924054463,139.316291809082,176.99417591094974,2
15664,San José de Pare,5166,5035,4988,22,5,1,5.47,14.56,17.82,62.15,0.02,0.0,7.6,12.32,32.25,34.84,5.41,25.25,1.12,52.38,47.62,42.21,75.12,24.5042,50.0,0.7082,0.0,0.0,0.0,0.013699,22.438356,15664,-73.5453757662,6.01897480756,0.4230769230769231,0.11320754716981132,0.0,19.98220797379812,19.388435999552417,19.26959935824077,162.33477973937988,170.3615954717,204.478653271993,3
15667,San Luis de Gaceno,5694,5557,5499,21,1,0,5.91,16.72,21.27,56.1,0.09,0.09,3.27,8.99,41.73,43.31,2.02,19.58,0.68,51.04,48.96,32.08,65.85,52.1599,11.7188,7.307,0.0919,0.0,0.0,0.002183,3.591703,15667,-73.10992199774286,4.799389378709999,0.40384615384615385,0.018867924528301886,0.0,26.272493124008193,25.649055480957017,25.584993044535338,219.39138507843018,210.76516691843673,274.04199330012,3
15673,San Mateo,3945,3583,3332,1,1,0,6.38,14.06,19.72,59.84,0.18,0.0,15.51,8.41,37.44,23.31,2.42,36.5,0.79,49.86,50.14,16.62,56.72,45.5481,11.1168,0.3603,0.0515,0.0,0.0,0.0,8.748092,15673,-72.5552600266,6.40168195892,0.019230769230769232,0.018867924528301886,0.0,16.447925647099826,15.849509636561066,15.676809946695974,78.48938862482704,88.0931510925293,100.89225641886388,0
15676,San Miguel de Sema,3112,3045,3009,0,0,0,6.34,17.75,19.23,56.67,0.24,0.0,15.79,5.45,40.61,35.44,1.28,25.06,3.34,51.02,48.98,30.18,66.52,30.1762,34.5815,1.5419,0.1468,0.1468,0.0,0.011111,10.577778,15676,-73.7220038544,5.51808577641,0.0,0.0,0.0,15.207162261009218,14.58813003698984,14.500246644020082,72.23117955525717,74.88361390431724,91.413811047872,0
15681,San Pablo de Borbur,6831,6665,6608,11,1,1,6.23,17.85,21.65,54.27,0.14,0.02,5.67,10.12,38.19,23.67,13.84,21.42,0.14,54.31,45.69,56.3,78.23,57.5655,14.5816,0.1268,0.0,0.0,0.0,0.005181,9.932642,15681,-74.11760838663334,5.654859427556667,0.21153846153846154,0.018867924528301886,0.0196078431372549,23.298484086990346,22.69162638982137,22.604885896046955,147.42587757110596,157.75216356913253,183.43220106760668,2
15686,Santana,7570,7549,7565,218,55,0,6.72,16.26,22.94,54.07,0.06,0.01,7.54,9.98,42.34,35.56,6.15,23.51,0.57,51.73,48.27,21.22,73.18,33.4412,41.2442,0.5753,0.0719,0.036,0.0,0.014925,32.641791,15686,-73.48321853393333,6.055033628766666,4.1923076923076925,1.0377358490566038,0.0,21.43692557017008,20.850098212560017,20.72223341464996,153.91624768575033,160.10906283060703,195.4204842249552,2
15690,Santa María,4003,3730,3559,11,0,4,5.85,15.18,21.39,57.57,1.22,0.0,15.83,8.2,44.1,35.99,8.43,19.94,1.0,51.53,48.47,27.7,65.36,26.9416,43.6426,4.811,0.0687,0.0,0.0,0.0,3.506135,15690,-73.2635138961,4.85719292711,0.21153846153846154,0.0,0.0784313725490196,23.828534762064606,23.20776653289796,23.14860828717549,222.02337423960364,216.66007773081472,278.2146078745524,3
15693,Santa Rosa de Viterbo,12744,12904,13066,0,0,0,5.02,14.11,26.09,54.77,0.71,0.07,4.34,4.04,55.12,31.41,5.52,18.83,2.75,52.32,47.68,5.47,61.99,11.9713,48.312,15.4249,0.0969999999999999,0.0582,0.0,0.0,37.355140000000006,15693,-72.9824613082,5.87455316111,0.0,0.0,0.0,12.625436643759414,12.033364911874132,11.891929686069483,69.9168106714885,74.24730269114174,90.55522982279467,0
15696,Santa Sofía,3207,3177,3179,0,0,0,6.52,15.17,20.55,57.76,0.34,0.24,10.88,8.92,41.5,41.47,1.12,22.58,0.98,50.32,49.68,7.6,43.24,7.2639,35.0121,1.8886,0.0,0.0,0.0,0.012821,12.051282,15696,-73.6027094257,5.71326789499,0.0,0.0,0.0,16.308648705482483,15.704460144042967,15.597682237625142,102.9069306055705,106.6714709599813,128.4017957051595,1
15720,Sativanorte,2436,2322,2221,0,0,0,4.59,13.43,17.87,64.12,0.0,0.05,14.81,8.79,36.13,13.38,3.7,48.86,0.94,50.74,49.26,10.66,41.62,27.0728,15.0592,0.0564,0.0,0.0,0.0,0.0,4.255434999999999,15720,-72.7067312461,6.119332424165,0.0,0.0,0.0,10.46433752775193,9.870898723602297,9.704340358575184,61.897098302841215,66.26200795173646,80.79580696423845,0
15723,Sativasur,1113,1092,1097,0,0,0,5.63,15.36,20.8,58.21,0.0,0.0,18.8,4.77,48.95,24.05,2.0,36.45,0.95,47.14,52.86,10.06,63.24,19.5072,47.2279,0.4107,0.0,0.0,0.0,0.0,4.185185,15723,-72.7124418159,6.09317687278,0.0,0.0,0.0,13.369738757610323,12.775938193003334,12.611159384250648,69.22854677836096,74.62610101699822,90.65827385584521,0
